Year,Months,BM_Return_Pct,Avg_Honoree_Return_Pct,Pct_Beat_BM_Cumulative,Avg_Monthly_HR_Pct,Down_Month_HR_Pct,N_Down_Months
2021,12,18.16318890268178,29.71466271051361,58.4070796460177,52.94985250737463,48.08259587020649,3
2022,12,-18.331693597247455,-9.51202186597474,55.75221238938053,53.83480825958702,52.21238938053098,7
2023,12,22.138885296780053,24.40038100999117,44.24778761061947,47.49262536873156,51.32743362831859,5
2024,12,16.746259507954697,16.014281251205656,47.78761061946903,47.49262536873156,41.29793510324484,3
2025,12,22.517147398416437,19.25801443169274,33.6283185840708,44.616519174041294,52.21238938053098,2
