Month,Benchmark_Return_Pct,Avg_Honoree_Return_Pct,Excess_Return_Pct,Breadth_Stocks_Beating_BM,Total_Stocks
2022-04,-7.926649791016671,-5.422134997731084,2.5045147932855873,71,113
2022-06,-8.558124085772912,-8.37582803507408,0.1822960506988297,60,113
2022-09,-9.6182670105459,-8.146150485918199,1.4721165246277021,70,113
