Ticker,Max_Drawdown_Pct,Time_Underwater_Days,Recovery_Days,Monthly_Hit_Rate_Pct,Upside_Capture_Pct,Downside_Capture_Pct,Down_Month_HR_Pct,Worst_Month_HR_Pct,Sectors,Industry Groups,Domicile Country,Workforce Size,Annual Revenue,Structure,CAPM_Alpha_Ann_Pct,CAPM_Beta,Ann_Return_Pct,Ann_Volatility_Pct,Sharpe_Ratio,Sortino_Ratio,Info_Ratio,Total_Return_Pct
ADM,-54.13021247585505,811,,41.66666666666667,58.18713320338597,54.53339309112698,40.0,66.66666666666666,Consumer Staples,"Food, Beverage & Tobacco",United States,"25,000 - 49,999 employees","Greater than $75,000,000,000",Public,2.030183633637388,0.6379458942425794,9.059322544334075,27.203791592201032,0.33301690735387274,0.3795160312126271,-0.07460484478020314,31.082012405237734
ZBH,-47.580741985832894,1219,,45.0,69.83207275859469,88.41289900174849,45.0,66.66666666666666,Health Care,Health Care Equipment & Services,United States,"15,000 - 24,999 employees","$5,000,000,001 - $10,000,000,000",Public,-14.801484500638098,0.8194905132904292,-5.772015534848043,25.409381284876563,-0.22716080608713973,-0.2884499749204915,-0.7302343186705585,-37.33797909407698
HPE,-48.35996635828429,316,111.0,50.0,153.00016516738478,145.05859096427005,40.0,33.33333333333333,Information Technology,Technology Hardware & Equipment,United States,"50,000 - 100,000 employees","$25,000,000,001 - $50,000,000,000",Public,6.839217782092454,1.4316579178884463,22.6137881151842,34.866518371914204,0.6485817675848052,0.8711415363152091,0.39207692936173993,135.0293542074377
4452,-39.55532080427692,973,664.0,38.333333333333336,9.420788439990668,11.072921958267791,70.0,100.0,Consumer Staples,Household & Personal Products,Japan,"25,000 - 49,999 employees","$10,000,000,001 - $25,000,000,000",Public,-2.074645024012119,0.17382630577158956,-0.15935838194913068,20.539325569904353,-0.007758695941926821,-0.010242193251784633,-0.48045337492618445,-11.103854154095172
LH,-34.605963998289305,896,695.0,50.0,69.46886296070363,65.52962825978436,55.00000000000001,66.66666666666666,Health Care,Health Care Equipment & Services,United States,"50,000 - 100,000 employees","$10,000,000,001 - $25,000,000,000",Public,2.6351869170245896,0.7146334158335179,10.509299119100096,23.001187030772176,0.4569024679048178,0.6477044133183675,-0.023985952032388277,50.183040268859024
PFG,-29.310956151755086,499,357.0,55.00000000000001,126.82459235588215,121.0030137781018,45.0,100.0,Financials,Financial Services,United States,"15,000 - 24,999 employees","$10,000,000,001 - $25,000,000,000",Public,4.012721931828927,1.2869824623268196,18.1932011620719,26.71366859762004,0.6810446530617199,0.9340830180903575,0.34780713028039917,112.96475132786128
HUBB,-32.64627803077709,254,148.0,58.333333333333336,129.44107068859873,113.68356286735686,45.0,100.0,Industrials,Capital Goods,United States,"15,000 - 24,999 employees","$5,000,000,001 - $10,000,000,000",Public,12.783445614142048,1.170685997314334,25.682524627261166,28.06446613396915,0.915126070977531,1.3310440628781444,0.6298156759578929,207.8115226909448
LDOS,-36.86381009857177,483,182.0,55.00000000000001,65.88966208319724,55.33864465837336,70.0,100.0,Information Technology,Software & Services,United States,"25,000 - 49,999 employees","$10,000,000,001 - $25,000,000,000",Public,8.527351116621427,0.5789812916052981,14.906794831389975,25.11178304972311,0.5936175381044614,0.6813074731908456,0.1585201814233182,83.18440292445091
BBY,-52.59728825497444,1072,,36.666666666666664,134.43473857537208,150.79596363056766,25.0,66.66666666666666,Consumer Discretionary,Consumer Discretionary Distribution & Retail,United States,"50,000 - 100,000 employees","$25,000,000,001 - $50,000,000,000",Public,-12.092714041258338,1.3656730023126304,2.954808525276838,36.14446548365089,0.08174995772487981,0.11269644595703648,-0.25633704629222903,-16.970599181242928
UNM,-28.295702840495316,206,81.0,58.333333333333336,100.89404269023237,72.75957838875135,80.0,100.0,Financials,Insurance,United States,"10,000 - 14,999 employees","$10,000,000,001 - $25,000,000,000",Public,21.557635084423822,0.9030010663189407,31.50725618700822,30.82699544860199,1.022067046382786,1.372392097411999,0.7231335008804217,298.70600414078757
EDP,-39.013452914798314,1298,,55.00000000000001,40.787624181544686,44.10057018403879,65.0,100.0,Utilities,Utilities,Portugal,"10,000 - 14,999 employees","$10,000,000,001 - $25,000,000,000",Public,-2.0477195678378726,0.3758092864871684,2.0930950411885743,24.119779952767946,0.08677919306425405,0.12912422589886727,-0.3563784000070061,-4.156479217603993
WDC,-60.853847478051236,777,370.0,55.00000000000001,209.00156354561017,189.5084019615487,45.0,33.33333333333333,Information Technology,Technology Hardware & Equipment,United States,"25,000 - 49,999 employees","$5,000,000,001 - $10,000,000,000",Public,16.28199114411836,1.8944888367021884,37.156214676435965,44.11945759547659,0.8421729708718236,1.2836258055214746,0.6897338448164925,313.21659870472587
APTV,-73.09678868178763,1085,,40.0,170.63334477120787,200.784439250951,30.0,0.0,Consumer Discretionary,Automobiles & Components,Switzerland,"Over 100,000 employees","$10,000,000,001 - $25,000,000,000",Public,-22.895482905453076,1.801046328716284,-3.0508456981272376,38.220493850381494,-0.07982224693563937,-0.1097449146991344,-0.44838458983165086,-41.5995087880882
BAH,-55.954232392801664,389,,51.66666666666667,63.56291721550284,66.03798440696393,70.0,100.0,Information Technology,Software & Services,United States,"25,000 - 49,999 employees","$10,000,000,001 - $25,000,000,000",Public,-0.7891934096804989,0.5444541035543208,5.2098161598158805,28.567093319648684,0.1823712374766713,0.2205636173802929,-0.20538909117214615,5.800581321875198
FLEX,-39.99100314889789,444,52.0,65.0,188.68244458582885,166.89356087148016,60.0,33.33333333333333,Industrials,Capital Goods,United States,"Over 100,000 employees","$25,000,000,001 - $50,000,000,000",Public,17.439390724868044,1.7372586952723275,36.58119068485256,37.3649021402322,0.9790254647947867,1.4902497823329244,0.832335882793522,361.9266055045843
SJM,-36.658371353518554,778,,45.0,13.709777258259335,12.107783197797987,60.0,100.0,Consumer Staples,Consumer Staples Distribution & Retail,United States,"5,000 - 9,999 employees","$5,000,000,001 - $10,000,000,000",Public,0.904344760893997,0.16039470504548067,2.6716367404802743,23.11787048904785,0.11556586674996597,0.14756607693746232,-0.32520533565420595,-0.18552875695732052
ACM,-29.04502351974908,208,,53.333333333333336,115.82398082445154,110.76814595331285,55.00000000000001,66.66666666666666,Industrials,Capital Goods,United States,"50,000 - 100,000 employees","$10,000,000,001 - $25,000,000,000",Public,4.010172026940074,1.1268401690322365,16.426140449598627,25.158130286180523,0.652915787570334,0.9516504136367553,0.26922043489300523,98.51681637769023
JLL,-55.54381105117373,735,265.0,48.333333333333336,163.0508786435675,158.28696671815615,25.0,0.0,Real Estate,Real Estate Management & Development,United States,"Over 100,000 employees","$10,000,000,001 - $25,000,000,000",Public,3.7925053237039155,1.5996624566091027,21.41821577847809,33.445456773857,0.6403923834348666,0.9892780074869296,0.38864216316198075,126.77765046842357
AIZ,-44.63859765906697,504,268.0,45.0,70.10627384578866,59.10076718346276,50.0,100.0,Financials,Insurance,United States,"10,000 - 14,999 employees","$10,000,000,001 - $25,000,000,000",Public,7.833605402350681,0.7140044286983097,15.700787176648031,24.51809257214716,0.6403755565587638,0.8663755878987625,0.20478594157544272,92.81408246925433
LECO,-34.287529280978276,460,,51.66666666666667,117.69490452130964,109.75374628466741,45.0,66.66666666666666,Industrials,Capital Goods,United States,"10,000 - 14,999 employees","$1,000,000,001 - $5,000,000,000",Public,6.447518213152513,1.1141275586415478,18.72341409179097,25.612907825805888,0.7310147765778662,1.089579367089764,0.37104393306318745,122.30055658627062
BG,-41.49180038793847,967,,46.666666666666664,70.50721549137687,63.76355304865263,50.0,33.33333333333333,Consumer Staples,"Food, Beverage & Tobacco",United States,"25,000 - 49,999 employees","$50,000,000,001 - $75,000,000,000",Public,5.058939806538577,0.6895077900893776,12.656207976592487,28.770944725690445,0.4398954604118848,0.6460966844893166,0.05947251022255618,55.467790064947174
MGA,-60.21728861596595,1193,,45.0,132.21912019772483,146.1548444669506,20.0,33.33333333333333,Consumer Discretionary,Automobiles & Components,Canada,"Over 100,000 employees","$25,000,000,001 - $50,000,000,000",Public,-10.010601032806516,1.314089671140624,4.468556091522947,32.17007195556037,0.13890413728933512,0.18249016742614757,-0.24128045972816076,-3.7640821736248165
SW,-45.42936288088639,298,,50.0,34.898858807075214,32.787233787563366,75.0,100.0,Consumer Discretionary,Consumer Services,France,"Over 100,000 employees","$25,000,000,001 - $50,000,000,000",Public,0.6580323584030777,0.42816169128381293,5.375686365481531,25.389328288421666,0.2117301530947951,0.2664553017152358,-0.21784815878720712,11.593462717058433
AES,-63.431952662721905,796,,46.666666666666664,130.1639355453607,148.83778882388893,45.0,33.33333333333333,Utilities,Utilities,United States,"5,000 - 9,999 employees","$10,000,000,001 - $25,000,000,000",Public,-13.717128029635948,1.3182768894019545,0.8081655132737181,37.03003447142051,0.021824595218712363,0.0315983128217892,-0.31188941508648865,-26.656314699793036
G,-41.309923061747796,811,212.0,48.333333333333336,94.26098699577247,98.65885795135144,50.0,100.0,Industrials,Commercial & Professional Services,United States,"Over 100,000 employees","$1,000,000,001 - $5,000,000,000",Public,-3.2888043727197522,0.9518183764609307,7.19870506386206,26.690610235251782,0.269709272302599,0.3765215431141186,-0.16331817778016142,20.847326272281364
INGR,-29.953333333333358,301,,45.0,62.37426499792591,56.15211287186905,50.0,100.0,Consumer Staples,"Food, Beverage & Tobacco",United States,"10,000 - 14,999 employees","$5,000,000,001 - $10,000,000,000",Public,4.428064025261402,0.6311319963957309,11.382124728039434,21.60273744356392,0.5268834451085039,0.7723328051249077,0.017776283902504957,59.836424711552795
NVT,-46.680967703491824,308,83.0,61.66666666666667,170.52542613476953,146.88796926222207,40.0,66.66666666666666,Industrials,Capital Goods,United States,"10,000 - 14,999 employees","$1,000,000,001 - $5,000,000,000",Public,19.128293053168978,1.5240000919734162,35.92032579932261,33.9452776315358,1.0581832969294072,1.4656158184934658,0.8930967270296151,375.16339869281217
CemexCPO,-34.47538826006836,309,66.0,61.66666666666667,77.35966512314774,31.554753528660505,65.0,100.0,Materials,Materials,Mexico,"25,000 - 49,999 employees","$10,000,000,001 - $25,000,000,000",Public,35.07911140457498,0.6027764960760282,41.720740046220065,31.36707945230314,1.3300804784730031,1.88873998358621,0.9980758755143795,570.7239309827455
HSIC,-32.698999565028345,970,,41.66666666666667,77.64392207231627,81.76242161133271,30.0,33.33333333333333,Health Care,Health Care Equipment & Services,United States,"25,000 - 49,999 employees","$10,000,000,001 - $25,000,000,000",Public,-2.721508273418208,0.7525373965636695,5.570244904522402,25.326623195954923,0.21993634372118193,0.32810351684545647,-0.23252219151321674,13.042177684714051
ATRL,-42.71356783919602,479,271.0,56.666666666666664,109.67454112367892,81.02938485665928,65.0,66.66666666666666,Industrials,Commercial & Professional Services,Canada,"25,000 - 49,999 employees","$5,000,000,001 - $10,000,000,000",Public,21.517986712544097,1.027995734173348,32.8448482541287,33.25852356834883,0.9875618256664342,1.5379309607847276,0.7224075197066917,311.9014411901438
GPK,-52.488231338264924,334,,45.0,79.78692901137326,87.69289712333351,50.0,66.66666666666666,Materials,Materials,United States,"15,000 - 24,999 employees","$5,000,000,001 - $10,000,000,000",Public,-6.430665940300681,0.8614759769560835,3.0614153865051685,27.177128600883883,0.11264675644967151,0.15345141629613282,-0.32315626819499726,-3.3376123234910904
AOS,-42.67539992442381,562,368.0,43.333333333333336,110.0142254409089,114.12807323659312,20.0,0.0,Industrials,Capital Goods,United States,"10,000 - 14,999 employees","$1,000,000,001 - $5,000,000,000",Public,-2.4331514756159693,1.0503759099261087,9.140303649580849,26.736548440378087,0.3418655055630506,0.5258817410388631,-0.08288928340801636,33.50050150451342
PSN,-51.1517077045274,390,,48.333333333333336,83.7123276496203,75.60777774418543,50.0,100.0,Industrials,Capital Goods,United States,"15,000 - 24,999 employees","$1,000,000,001 - $5,000,000,000",Public,6.181941134143868,0.8091521165472013,15.097497576195032,30.977057105568434,0.48737675514957507,0.5858400993332983,0.14020833904601004,69.7335896731671
LNC,-73.13211281543795,1085,,45.0,175.96786647009029,186.72729386866592,35.0,66.66666666666666,Financials,Financial Services,United States,"10,000 - 14,999 employees","$10,000,000,001 - $25,000,000,000",Public,-8.889224884712762,1.8587283056637713,11.590975043945235,42.14785224082783,0.27500748976995976,0.33572735282825117,0.01600992329015719,13.0869899923018
OSK,-47.745399984206074,1093,735.0,45.0,141.59930032970578,143.67562402466422,30.0,0.0,Industrials,Capital Goods,United States,"15,000 - 24,999 employees","$10,000,000,001 - $25,000,000,000",Public,-1.0234775002932566,1.3723087080606924,14.097159883493019,32.446668876059015,0.43447171533515105,0.6705624633716986,0.11367996803787019,58.233286996082235
TKR,-42.050059594755766,474,181.0,51.66666666666667,142.9489404043313,153.10301614837786,50.0,66.66666666666666,Industrials,Capital Goods,United States,"15,000 - 24,999 employees","$1,000,000,001 - $5,000,000,000",Public,-7.39943926717042,1.4331477210344838,8.391546303259794,31.92549311342578,0.26284782112671135,0.3761514074832266,-0.10090906576920543,18.479796552698424
ITRI,-65.264732773668,959,540.0,45.0,150.1231434438006,160.7334159755234,30.0,33.33333333333333,Information Technology,Technology Hardware & Equipment,United States,"5,000 - 9,999 employees","$1,000,000,001 - $5,000,000,000",Public,-8.527597532372958,1.5772715605009682,8.851401217694788,43.33169703142864,0.20427081845594078,0.2673660621773754,-0.05626562897578406,-3.1699687174141067
LEA,-59.627294846272925,1194,,40.0,141.0640168478934,160.53712607183397,25.0,0.0,Consumer Discretionary,Automobiles & Components,United States,"Over 100,000 employees","$25,000,000,001 - $50,000,000,000",Public,-14.813392623726147,1.4741998488009782,1.429921445491506,33.45278139451492,0.04274447103898997,0.061004739570295674,-0.34724430032665426,-19.445426893966044
MOTV3,-29.946929492039416,357,246.0,43.333333333333336,51.716563155234766,47.615192883049225,50.0,66.66666666666666,Industrials,Transportation,Brazil,"15,000 - 24,999 employees","$1,000,000,001 - $5,000,000,000",Public,3.4297617386367776,0.4756615651777675,8.67078804868709,28.50806162658061,0.3041521434274767,0.47228177670373767,-0.08190114054537503,26.981450252950665
NATU3,-87.59011328527293,1167,,36.666666666666664,46.27744756410778,86.55197482557007,35.0,33.33333333333333,Consumer Staples,Household & Personal Products,Brazil,"10,000 - 14,999 employees","$1,000,000,001 - $5,000,000,000",Public,-32.07363205565254,0.7245922103268251,-24.08978993681088,49.921193000886824,-0.4825563751327605,-0.6332093333246133,-0.7151673543353635,-85.12974051896211
BIMBOA,-34.47538826006836,309,66.0,61.66666666666667,77.35966512314774,31.554753528660505,65.0,100.0,Consumer Staples,"Food, Beverage & Tobacco",Mexico,"Over 100,000 employees","$25,000,000,001 - $50,000,000,000",Public,35.07911140457498,0.6027764960760282,41.720740046220065,31.36707945230314,1.3300804784730031,1.88873998358621,0.9980758755143795,570.7239309827455
GT,-72.20381110190549,1083,,43.333333333333336,178.7420755155197,193.99667704035303,50.0,33.33333333333333,Consumer Discretionary,Automobiles & Components,United States,"50,000 - 100,000 employees","$10,000,000,001 - $25,000,000,000",Public,-12.143965266771527,1.8861871269547652,8.63878676061508,50.52681594512642,0.1709742955106661,0.2372050478494799,-0.05261396411662178,-19.706691109074104
PINC,-52.727272727272634,876,316.0,43.333333333333336,40.66876151309608,19.333207937666476,60.0,66.66666666666666,Health Care,Health Care Equipment & Services,United States,"1,000 - 4,999 employees","$1,000,000,001 - $5,000,000,000",Public,18.138923140506755,0.16381590043301347,19.943911197200258,44.004857853338066,0.45322067085571494,0.6656857014153207,0.19667706561055953,70.68645640074284
SIG,-57.11872360394183,548,,55.00000000000001,193.70170362023777,171.72624206023863,50.0,33.33333333333333,Consumer Discretionary,Consumer Discretionary Distribution & Retail,United States,"25,000 - 49,999 employees","$5,000,000,001 - $10,000,000,000",Public,17.66836480590093,1.7789425636401803,37.26945403122463,54.226952398019144,0.6872865315696046,1.0505612391111674,0.5279433215693649,221.86282151208167
CRI,-74.8375216637781,1217,,40.0,113.58756894462891,143.8037348786713,40.0,33.33333333333333,Consumer Discretionary,Consumer Discretionary Distribution & Retail,United States,"15,000 - 24,999 employees","$1,000,000,001 - $5,000,000,000",Public,-23.42694115548657,1.274542159737677,-9.383534074746187,38.5853890351678,-0.2431887900934152,-0.30966878334100995,-0.5876543965350105,-58.35901386748835
