,Stock Exchange,NYS,NYS,NYS,NYS,NYS,NAS,NAS,PAR,NYS,NYS,NAS,NYS,JP,NYS,NAS,NAS,PAR,PAR,NYS,NYS,NYS,JP,MCE,NAS,NAS,NAS,KR,NAS,NYS,NYS,NYS,NYS,NYS,NYS,NYS,NYS,NYS,NYS,NYS,LON,NAS,NAS,NYS,NYS,NAS,NYS,NSE,NAS,NYS,NYS,NYS,NYS,SWX,NYS,NYS,NAS,NYS,NYS,NAS,NAS,NYS,HEL,NYS,NYS,NAS,NYS,PAR,NYS,NYS,NYS,NYS,JP,NYS,NAS,NYS,NYS,NYS,NYS,LIS,NAS,NYS,NYS,NAS,NYS,NYS,NYS,NYS,NAS,NYS,NYS,PAR,NYS,NYS,NYS,NYS,MX,NAS,TSE,NYS,NYS,NYS,NYS,NYS,NYS,NAS,NYS,BR,BSP,MEX,NAS,NAS,NYS,NYS
,3/13/2023,317.37,209.66,338.74,173.40,113.29,323.15,158.40,356.00,238.07,29.81,212.26,82.99,"2,170.86",33.26,71.55,170.61,78.04,141.05,381.87,70.71,162.85,"1,319.92",9.61,26.30,53.13,161.67,"82,003.48",46.23,145.02,241.12,"1,316.17",66.60,123.89,179.38,152.80,104.21,31.68,58.22,186.09,17.77,197.87,98.56,63.10,106.64,37.57,56.94,979.47,49.80,657.20,110.94,58.91,34.74,515.24,220.64,118.03,58.88,70.71,75.37,55.15,63.29,34.48,3.96,271.68,30.47,23.24,24.66,160.96,47.62,69.97,121.05,12.88,"4,716.26",181.56,64.71,227.75,88.94,65.61,33.77,4.06,26.59,110.25,84.94,15.37,134.30,81.36,149.86,107.49,158.63,83.70,62.77,49.00,19.96,42.53,87.75,40.97,317.37,77.56,31.26,22.11,62.29,42.71,19.28,76.25,76.59,52.13,121.76,10.84,14.22,317.37,10.30,7.02,65.06,61.00
,3/14/2023,319.89,213.75,346.71,180.69,112.45,330.50,158.24,360.19,239.18,30.09,209.89,84.91,"2,111.00",33.29,72.46,170.50,78.89,144.73,385.92,70.60,165.41,"1,279.10",9.77,27.34,53.49,166.76,"78,890.65",48.05,148.01,244.66,"1,302.32",67.28,127.40,183.28,155.50,104.93,32.52,59.11,186.56,17.97,199.22,98.48,63.45,106.80,38.19,58.86,966.50,50.55,668.18,111.45,59.43,34.58,512.10,222.07,120.40,59.48,71.99,75.77,55.58,64.45,35.40,3.98,279.56,30.98,23.35,25.08,161.57,49.30,71.53,123.36,13.00,"4,654.98",184.03,66.41,236.37,90.30,64.81,36.73,4.13,26.56,113.00,86.44,15.54,135.78,82.68,150.03,107.91,162.40,95.82,63.52,49.37,20.24,43.03,89.77,42.71,319.89,77.77,31.13,22.85,63.89,42.82,19.62,78.82,78.62,53.86,129.55,10.77,11.73,319.89,10.60,6.91,66.24,61.68
,3/15/2023,322.24,211.51,342.06,180.71,111.22,319.39,161.06,354.04,233.20,30.24,213.83,84.45,"2,117.55",33.61,72.36,166.21,79.59,137.09,374.44,71.10,153.32,"1,297.50",9.78,27.73,53.35,164.33,"76,945.14",47.37,148.69,241.51,"1,302.00",67.93,128.14,173.09,154.18,103.01,30.72,57.35,184.12,17.66,195.79,97.35,60.99,103.30,37.21,55.49,962.58,49.74,650.27,113.41,59.33,33.35,507.99,215.25,117.95,61.18,68.97,73.91,54.28,61.71,35.36,3.84,262.80,30.14,22.49,25.22,156.11,47.93,69.59,122.03,12.79,"4,621.56",181.54,63.08,225.22,89.37,65.42,34.90,4.09,25.89,108.76,85.41,15.09,137.56,80.46,146.10,105.80,156.28,88.65,61.72,48.66,20.09,41.81,87.72,39.68,322.24,77.49,31.01,22.32,63.13,41.48,18.66,77.87,74.61,52.41,123.94,10.84,12.51,322.24,10.24,7.02,65.09,61.86
,3/16/2023,322.30,212.57,341.98,185.05,112.50,326.49,160.95,366.01,239.60,29.84,213.53,88.48,"2,101.64",33.68,72.54,167.11,79.99,141.24,375.05,71.88,158.24,"1,269.90",9.94,29.46,55.76,168.42,"76,847.86",50.11,149.21,248.86,"1,287.74",67.95,128.88,175.60,153.74,104.06,31.52,58.52,192.37,18.15,200.59,98.87,63.75,104.69,39.92,55.92,956.11,51.09,663.50,114.39,61.43,33.62,525.82,216.51,118.88,61.12,70.71,75.56,55.54,64.82,35.87,3.88,267.89,30.31,23.42,25.53,159.97,48.78,69.29,122.20,13.27,"4,701.40",181.44,65.67,232.22,89.57,66.76,35.41,4.14,26.60,112.17,85.72,15.33,137.80,81.11,148.86,105.56,156.06,88.59,62.50,49.85,20.26,42.16,88.80,40.91,322.30,78.15,31.81,22.54,63.79,41.96,18.44,78.05,74.97,52.77,127.42,10.94,13.01,322.30,10.43,6.85,72.42,61.63
,3/17/2023,321.96,212.51,343.61,182.63,111.59,318.97,159.70,362.72,236.83,30.02,209.17,88.20,"2,175.53",33.46,70.23,163.14,79.61,138.58,369.67,70.99,154.16,"1,311.68",9.82,29.10,55.85,167.31,"81,711.65",49.45,146.85,245.22,"1,302.96",67.25,126.14,172.07,149.68,101.98,28.57,57.40,207.69,18.29,199.11,97.84,60.81,98.16,39.53,54.23,988.26,50.74,646.14,113.00,60.42,32.43,522.68,210.32,117.28,60.79,67.13,73.87,54.96,62.08,35.09,3.84,259.05,29.77,22.09,25.29,157.42,47.60,67.28,121.10,13.08,"4,807.24",176.65,63.35,225.81,87.58,66.44,33.78,4.08,26.41,107.20,83.78,15.08,136.07,80.04,146.31,99.80,153.95,84.36,61.02,50.18,19.51,41.91,89.16,39.74,321.96,77.27,32.01,22.22,61.99,40.89,16.93,74.69,70.30,50.95,123.96,10.95,13.12,321.96,10.07,6.85,70.29,61.78
,3/20/2023,326.28,213.25,343.27,183.03,113.62,326.99,161.94,369.11,239.25,30.54,213.66,87.03,"2,162.44",34.05,72.18,167.77,79.31,139.72,378.30,72.19,157.45,"1,299.80",9.96,28.46,56.81,166.23,"81,419.82",49.93,148.50,250.88,"1,287.33",68.07,127.15,175.82,151.86,102.05,29.87,59.36,203.86,18.38,200.42,99.81,60.29,101.98,39.91,55.40,972.56,50.90,656.26,115.80,60.71,32.66,521.31,214.77,118.56,61.26,69.10,74.76,55.83,63.33,36.34,3.88,264.39,30.45,23.20,25.42,157.66,48.71,69.70,123.07,13.39,"4,725.54",180.02,66.02,232.10,88.66,67.66,35.57,4.10,26.50,108.81,85.58,15.28,138.38,80.23,146.73,105.77,157.15,87.05,60.94,50.70,19.74,42.97,90.81,40.50,326.28,78.82,32.07,22.50,62.92,40.90,17.77,76.19,72.33,52.21,125.08,10.76,12.44,326.28,10.09,7.03,70.65,62.04
,3/21/2023,323.81,216.97,348.43,186.42,114.19,329.40,162.32,367.82,244.05,30.79,212.05,89.09,"2,162.44",33.93,71.89,168.90,79.95,141.34,386.06,73.66,160.70,"1,299.80",10.00,27.78,57.79,164.37,"81,322.55",49.35,148.16,253.08,"1,275.45",67.42,126.03,177.41,153.32,103.51,32.53,60.59,207.24,18.67,207.15,100.35,62.30,105.10,40.68,56.47,966.37,51.95,663.00,115.39,61.51,34.10,525.23,218.88,119.37,59.54,70.94,75.17,56.29,65.71,36.91,3.93,268.97,30.81,24.25,25.80,160.58,49.09,70.39,124.49,13.68,"4,725.54",183.27,68.01,232.59,89.69,67.35,36.47,4.13,26.70,110.98,86.52,15.68,138.07,81.58,149.30,110.76,160.18,89.03,62.53,51.81,20.02,43.54,92.03,41.14,323.81,80.24,32.57,22.82,63.36,41.76,18.79,78.09,76.05,52.33,128.56,10.81,12.52,323.81,10.37,7.04,71.64,62.78
,3/22/2023,323.71,215.10,344.95,184.27,111.91,327.32,160.95,375.65,239.93,30.44,209.21,86.70,"2,194.24",33.38,70.68,165.36,80.55,141.72,378.75,72.49,159.95,"1,316.85",9.95,27.46,57.34,161.46,"84,532.65",49.25,145.84,248.86,"1,274.12",67.18,124.93,176.06,151.20,102.40,30.16,59.12,204.63,18.92,198.38,97.42,59.70,101.36,39.72,55.73,964.18,50.92,651.11,114.84,61.88,33.08,528.56,214.26,117.83,58.31,67.69,71.21,54.63,63.44,35.90,3.93,263.72,30.07,22.93,25.12,157.71,48.45,69.74,122.16,13.38,"4,734.83",179.69,65.50,227.05,88.40,66.55,35.04,4.09,26.12,107.76,85.36,15.49,136.15,79.48,141.13,107.97,156.32,87.60,61.66,52.74,19.38,42.82,90.27,40.21,323.71,78.45,32.11,22.66,62.96,41.42,17.31,75.84,73.46,51.23,125.84,11.10,12.80,323.71,10.09,7.09,71.00,62.32
,3/23/2023,325.34,217.59,348.24,185.19,111.30,329.43,160.17,379.18,257.35,30.49,212.19,88.09,"2,166.18",33.53,71.55,165.15,84.97,142.19,375.76,70.94,158.39,"1,315.13",9.98,28.33,60.46,161.96,"86,089.06",50.93,144.51,247.28,"1,260.64",66.90,123.47,177.28,152.59,100.86,30.39,58.56,204.50,18.80,201.14,98.15,60.68,98.60,41.82,55.56,950.32,50.49,647.97,114.80,61.88,32.78,527.78,211.24,119.11,57.55,66.45,68.91,55.32,62.15,35.66,3.91,264.47,29.82,22.43,25.00,158.55,48.04,68.07,121.74,13.23,"4,726.47",177.75,64.50,222.61,87.40,65.37,34.66,4.13,26.55,107.70,85.25,15.61,135.36,78.56,137.20,106.82,156.95,85.67,62.03,52.20,19.14,42.90,90.47,39.65,325.34,78.13,32.13,22.88,62.77,42.10,17.01,73.96,73.22,51.34,126.06,10.62,12.80,325.34,10.07,7.19,69.97,61.69
,3/24/2023,328.75,216.08,345.54,187.78,113.03,332.73,163.31,379.70,257.67,30.73,216.68,86.58,"2,168.99",33.70,72.67,166.25,86.08,135.00,370.63,72.59,157.52,"1,312.45",9.96,28.66,60.28,165.12,"84,921.75",48.83,148.11,248.70,"1,266.23",68.38,126.33,176.47,155.81,101.05,30.26,58.89,205.14,18.77,200.22,99.03,59.80,98.61,40.62,55.11,937.70,51.05,646.23,117.61,60.46,32.75,517.59,209.10,118.66,59.58,66.75,68.86,55.78,62.46,35.24,3.90,263.69,30.14,22.56,25.00,156.06,48.59,69.41,122.79,13.20,"4,727.40",180.87,64.80,221.30,88.47,65.13,35.03,4.06,26.54,107.18,86.03,15.27,138.59,78.89,137.45,107.27,154.13,86.03,61.07,51.69,19.36,43.27,92.46,39.52,328.75,79.17,31.91,23.29,63.19,42.87,17.27,73.24,72.39,51.32,127.35,10.84,13.09,328.75,10.10,7.19,69.49,61.53
,3/27/2023,327.26,216.83,348.48,188.96,116.66,335.00,163.67,382.18,259.53,31.04,215.52,86.26,"2,141.86",33.56,72.29,166.10,87.27,137.54,376.87,72.83,157.75,"1,339.46",10.06,28.48,58.93,166.45,"83,170.79",48.22,147.27,248.89,"1,273.84",69.06,125.91,175.44,155.67,102.05,30.23,59.11,207.23,18.94,198.75,99.25,59.45,99.92,40.76,55.42,937.48,51.22,654.08,117.46,61.78,33.47,526.99,211.94,119.14,59.35,68.31,69.37,56.12,63.08,35.82,3.96,264.45,30.16,23.25,25.15,154.60,49.10,70.45,122.75,13.92,"4,754.32",182.00,65.47,224.46,88.47,64.72,36.05,4.13,26.50,108.10,86.79,15.48,140.02,79.41,139.70,108.78,155.57,87.77,61.33,52.34,19.70,43.45,92.58,40.05,327.26,79.64,31.81,23.66,64.01,43.11,17.53,73.62,74.33,52.48,126.40,10.92,13.05,327.26,10.28,7.26,70.74,61.31
,3/28/2023,330.24,215.38,348.20,189.99,116.68,335.26,163.62,379.75,260.51,31.00,217.08,85.82,"2,119.42",33.37,73.55,166.04,88.65,138.58,379.11,72.72,159.40,"1,367.63",10.12,28.59,58.43,168.52,"85,991.78",47.18,148.46,248.96,"1,263.43",69.39,126.70,177.07,155.64,102.09,30.83,59.53,207.82,18.89,197.27,99.15,60.80,99.31,40.01,55.75,928.21,50.92,658.15,118.59,62.08,33.24,522.68,214.29,118.43,59.45,68.31,68.45,56.07,63.29,36.12,3.91,264.81,30.30,23.32,24.92,153.14,49.34,71.17,123.12,13.86,"4,750.61",182.75,65.45,227.29,88.20,64.25,35.76,4.14,26.05,107.98,86.70,15.65,140.17,80.68,138.28,110.49,158.06,88.48,61.35,52.10,19.99,43.28,93.75,40.15,330.24,79.65,31.59,23.97,64.53,44.18,17.33,74.33,74.74,52.90,126.12,11.13,13.64,330.24,10.45,7.20,73.65,62.20
,3/29/2023,328.50,218.29,353.31,194.28,117.02,337.53,164.75,384.33,265.19,31.39,219.41,87.69,"2,150.28",33.58,73.85,167.05,89.54,141.37,384.33,72.31,161.36,"1,390.05",10.18,30.76,62.63,168.27,"84,532.65",50.16,150.58,251.78,"1,268.89",69.36,128.29,179.40,157.63,103.71,31.40,60.21,210.84,18.85,199.16,105.57,63.04,102.45,42.23,56.37,951.75,52.03,657.38,119.41,61.41,34.68,525.03,217.33,121.21,60.48,69.85,69.41,56.60,65.73,36.88,3.98,270.28,30.66,23.93,25.53,156.01,50.08,71.57,123.71,14.39,"4,801.67",183.69,66.38,230.65,88.52,65.60,36.24,4.16,27.55,109.56,87.47,16.10,141.17,81.13,140.68,112.44,159.97,88.84,61.97,52.28,20.45,43.55,93.97,40.68,328.50,79.75,31.79,23.99,65.26,44.76,18.15,75.56,76.05,53.89,126.50,10.90,13.38,328.50,10.64,7.14,71.94,60.74
,3/30/2023,333.21,217.37,353.04,194.24,116.58,339.28,164.89,386.86,267.77,31.54,219.83,87.93,"2,202.84",33.69,73.99,167.10,88.15,145.24,388.33,72.41,162.77,"1,402.25",10.26,31.32,62.19,169.96,"86,680.13",51.68,154.89,253.81,"1,268.89",70.09,130.12,177.28,158.65,104.04,31.15,60.21,211.55,19.00,201.61,103.30,63.60,101.88,42.78,56.26,951.75,51.97,651.76,119.89,64.30,34.96,532.28,218.61,122.91,60.82,70.34,70.84,56.89,65.08,37.58,4.04,273.13,30.81,23.59,26.06,160.58,50.14,72.00,123.73,14.58,"4,784.96",186.08,67.10,230.80,88.67,66.00,35.96,4.23,28.06,109.90,86.83,16.21,141.14,81.19,141.22,112.87,161.48,87.32,62.29,53.08,20.54,43.62,93.59,40.77,333.21,80.12,31.95,24.07,64.29,44.55,18.21,76.68,76.13,54.22,127.52,11.43,13.10,333.21,10.68,7.18,72.21,61.42
,3/31/2023,335.88,220.40,357.12,197.38,118.26,343.05,166.23,392.29,270.76,31.73,220.06,92.94,"2,249.77",34.04,75.37,168.86,88.87,145.79,397.16,73.73,164.94,"1,404.19",10.33,31.89,59.48,172.29,"86,484.90",51.56,156.46,257.96,"1,309.61",70.00,130.96,178.32,160.84,104.86,31.67,60.43,215.41,19.16,208.16,104.26,64.17,103.49,42.83,56.99,967.57,52.59,670.78,120.98,64.06,35.63,536.20,223.09,124.82,61.30,71.19,72.81,57.95,65.83,37.91,4.08,278.75,31.52,23.88,26.47,160.81,50.76,72.18,126.11,14.77,"4,797.03",189.98,67.27,233.83,89.12,68.59,36.47,4.31,28.36,112.19,87.73,16.74,140.99,81.94,145.49,114.22,162.74,87.49,64.11,53.74,20.99,44.29,94.56,41.47,335.88,81.54,33.09,24.29,65.48,44.74,18.74,78.99,77.65,55.45,128.75,11.75,12.68,335.88,11.02,7.28,74.59,63.30
,4/3/2023,343.04,223.86,360.13,194.13,119.14,345.61,166.42,396.30,270.78,32.00,222.51,92.90,"2,258.22",34.50,75.62,170.77,88.34,143.42,399.19,72.86,164.16,"1,424.91",10.22,32.10,58.76,171.21,"85,118.32",50.72,157.13,258.43,"1,293.93",70.19,131.84,178.05,161.31,105.85,31.31,60.56,215.74,19.02,207.58,101.29,63.14,106.70,41.49,57.16,979.07,52.33,665.29,121.69,63.45,35.23,533.65,222.86,124.57,61.37,70.92,72.77,58.37,66.24,38.63,4.06,276.70,31.44,23.66,26.96,159.21,50.48,72.86,124.98,15.14,"4,859.23",190.87,66.65,234.82,90.23,68.80,36.13,4.28,28.00,110.49,89.93,16.40,141.23,82.12,145.33,113.01,162.77,88.53,63.58,54.07,20.76,44.06,95.28,42.97,343.04,81.83,33.13,24.29,65.19,45.44,18.66,78.94,77.38,55.35,127.40,11.61,13.03,343.04,10.92,7.29,73.95,63.82
,4/4/2023,346.84,222.55,357.60,194.83,118.72,345.32,165.82,400.97,270.78,32.35,225.32,95.21,"2,255.40",34.13,74.60,168.70,88.30,140.84,382.52,72.68,156.18,"1,440.98",10.28,32.31,56.45,173.66,"82,482.78",49.05,156.81,261.43,"1,293.93",69.60,131.83,168.43,160.19,104.60,30.80,59.85,213.52,18.95,203.32,99.99,62.70,105.69,40.04,54.21,979.07,52.62,639.50,121.20,63.13,34.72,532.87,216.57,120.18,62.22,70.76,70.91,57.70,65.23,38.53,4.06,264.79,30.91,22.95,26.65,160.01,48.78,71.92,124.86,14.94,"4,880.58",190.98,65.53,221.71,88.67,68.21,36.03,4.27,27.05,107.22,89.83,15.83,139.53,79.63,140.70,111.81,156.46,86.56,62.28,53.91,20.76,43.49,94.00,40.16,346.84,82.49,32.56,23.86,62.33,45.12,18.01,74.54,73.71,53.61,125.53,11.66,12.59,346.84,10.55,7.21,73.81,63.05
,4/5/2023,354.29,223.05,358.05,192.97,119.21,343.21,167.46,404.17,266.51,32.72,230.64,93.47,"2,216.92",34.67,75.99,167.37,89.90,135.53,359.59,73.41,152.55,"1,389.47",10.53,32.04,56.20,175.60,"82,580.39",48.00,156.13,265.42,"1,305.58",70.19,130.97,165.24,161.39,104.09,30.85,60.37,216.76,19.08,197.55,99.02,60.92,107.29,39.71,52.72,990.71,52.48,629.34,122.28,62.24,34.09,545.41,205.78,118.48,64.65,71.27,70.08,57.69,65.41,38.47,4.08,259.48,31.01,23.10,26.52,159.21,48.18,71.95,125.51,14.75,"4,844.38",193.79,66.14,215.28,88.59,66.85,36.19,4.35,26.39,104.50,89.94,15.78,140.91,77.95,138.22,112.98,152.88,84.48,61.06,60.00,21.01,42.98,94.70,39.76,354.29,83.98,31.67,24.00,61.18,45.54,17.57,72.60,71.23,52.67,123.16,11.64,11.38,354.29,10.30,7.21,71.71,62.12
,4/6/2023,360.21,220.92,355.77,190.24,117.73,344.15,168.11,391.20,266.86,32.74,230.59,94.63,"2,169.05",34.63,75.74,168.28,90.82,135.32,355.58,73.44,150.41,"1,388.51",10.58,32.02,57.84,175.52,"81,799.49",48.03,156.93,264.72,"1,304.06",70.49,131.42,165.43,162.30,104.11,31.41,60.46,218.81,19.31,197.34,99.21,60.22,107.61,38.89,52.98,973.46,52.81,624.87,123.02,63.55,33.60,555.99,205.76,117.98,64.78,71.72,70.31,57.47,65.99,37.93,4.07,258.52,31.28,23.37,26.42,160.16,47.92,71.34,126.08,14.71,"4,891.73",192.27,66.45,212.65,88.50,65.79,35.80,4.36,26.46,103.02,90.51,15.53,140.22,78.17,138.14,112.56,148.38,84.68,61.07,59.27,21.27,43.23,94.50,40.28,360.21,84.73,31.33,23.88,61.17,45.86,17.48,72.53,70.02,52.70,121.56,11.78,10.75,360.21,10.33,7.07,69.02,61.88
,4/7/2023,360.21,220.92,355.77,190.24,117.73,344.15,168.11,391.20,266.86,32.74,230.59,94.63,"2,179.38",34.63,75.74,168.28,90.82,135.32,355.58,73.44,150.41,"1,393.73",10.58,32.02,57.84,175.52,"86,972.97",48.03,156.93,264.72,"1,304.06",70.49,131.42,165.43,162.30,104.11,31.41,60.46,218.81,19.31,197.34,99.21,60.22,107.61,38.89,52.98,973.46,52.81,624.87,123.02,63.55,33.60,555.99,205.76,117.98,64.78,71.72,70.31,57.47,65.99,37.93,4.07,258.52,31.28,23.37,26.42,160.16,47.92,71.34,126.08,14.71,"4,822.10",192.27,66.45,212.65,88.50,65.79,35.80,4.36,26.46,103.02,90.51,15.53,140.22,78.17,138.14,112.56,148.38,84.68,61.07,59.27,21.27,43.23,94.50,40.28,360.21,84.73,31.33,23.88,61.17,45.86,17.48,72.53,70.02,52.70,121.56,11.78,10.75,360.21,10.33,7.38,69.02,61.88
,4/10/2023,358.95,221.35,354.46,189.19,118.21,346.06,167.05,391.20,266.84,32.64,228.39,94.53,"2,191.58",34.82,75.04,169.36,90.82,135.32,362.97,73.38,151.55,"1,413.48",10.58,31.74,62.49,173.39,"88,534.77",49.36,155.61,265.11,"1,309.29",69.99,130.69,165.83,161.25,105.00,31.29,60.85,218.34,19.31,198.14,99.45,61.27,108.44,39.96,53.34,983.49,52.31,634.41,122.20,63.55,34.71,555.99,210.78,119.24,64.32,72.40,69.95,58.12,66.25,39.06,4.07,261.44,31.37,23.56,26.82,160.16,48.38,72.53,125.08,14.89,"4,836.95",192.27,67.23,215.77,89.65,65.69,36.23,4.36,28.63,104.34,91.65,15.68,139.54,79.21,135.90,113.58,153.55,86.25,63.04,59.27,21.70,42.99,94.53,40.63,358.95,83.89,31.56,23.86,61.99,46.24,17.86,73.98,72.20,53.60,123.88,11.80,10.77,358.95,10.83,7.51,69.75,62.33
,4/11/2023,356.05,223.32,358.39,186.62,117.66,345.76,166.80,397.92,271.25,32.72,228.87,93.96,"2,224.43",34.87,74.98,169.81,89.98,138.95,366.33,74.08,152.86,"1,413.48",10.51,31.57,62.79,172.35,"89,608.51",49.36,156.43,265.70,"1,289.62",70.81,130.80,165.78,160.46,104.94,31.22,61.54,218.27,19.26,197.78,99.52,62.34,108.43,39.71,53.63,969.13,52.28,631.43,122.57,62.48,34.40,557.95,214.65,119.66,64.57,73.48,70.46,58.67,66.68,39.22,4.10,264.57,31.94,23.78,27.00,160.20,48.43,73.74,128.24,14.88,"4,836.02",192.75,68.39,215.78,89.34,65.94,36.56,4.35,28.88,104.97,91.07,15.60,139.45,79.63,137.09,113.71,154.34,87.21,63.84,59.53,22.09,43.23,94.39,40.72,356.05,85.22,31.53,24.06,62.08,45.92,17.98,75.21,73.00,53.98,124.85,11.90,11.35,356.05,10.93,7.51,72.68,63.77
,4/12/2023,360.95,222.70,356.08,188.04,115.96,346.82,166.47,393.15,269.87,32.51,227.12,94.29,"2,251.65",34.52,74.64,170.73,90.29,140.10,369.76,73.90,156.16,"1,424.52",10.59,31.25,61.20,172.49,"88,144.32",48.35,158.70,266.47,"1,309.93",70.83,132.66,169.52,159.59,105.42,31.10,61.79,216.33,19.23,193.16,98.64,60.52,108.41,39.16,54.30,975.82,52.80,638.23,123.24,63.01,33.63,563.82,217.43,119.33,64.57,72.99,69.84,57.33,66.92,39.47,4.07,267.04,31.88,23.65,26.75,161.05,49.76,73.49,128.44,14.82,"4,913.08",190.71,68.18,217.93,89.73,64.12,36.74,4.35,28.60,104.19,91.45,15.62,138.24,80.06,134.90,111.46,154.18,86.58,63.89,59.13,22.06,43.22,94.40,41.43,360.95,82.17,31.42,23.67,62.51,46.44,17.58,76.06,73.72,53.51,124.11,12.11,11.23,360.95,10.77,7.45,69.91,62.61
,4/13/2023,366.92,227.47,363.82,191.69,115.39,349.34,168.13,404.55,271.31,32.61,228.88,96.70,"2,233.81",34.60,75.64,173.09,90.22,140.50,370.09,74.62,154.68,"1,414.45",10.50,31.36,62.22,170.86,"86,582.51",48.47,159.99,267.48,"1,274.07",71.27,133.74,170.36,162.02,105.60,31.08,62.09,217.84,19.25,196.31,99.40,60.84,106.57,40.01,54.42,955.62,53.44,629.77,123.90,63.25,33.54,569.50,215.80,119.92,64.57,73.02,70.75,57.65,66.91,40.21,4.06,264.18,31.82,23.81,26.97,158.93,50.06,73.59,129.35,14.87,"4,925.15",191.93,67.95,217.76,89.82,64.14,36.81,4.38,27.76,106.04,92.05,15.83,137.78,80.53,135.52,112.41,153.54,85.45,63.95,59.10,22.26,43.86,98.73,41.28,366.92,82.57,31.53,23.69,62.82,46.78,17.67,75.95,73.09,54.29,124.84,12.41,11.23,366.92,10.87,7.36,71.07,62.06
,4/14/2023,366.51,228.77,366.56,192.31,115.60,347.13,167.34,401.26,265.58,32.53,227.57,92.61,"2,273.23",34.37,75.40,173.66,90.46,142.70,373.01,73.81,155.77,"1,434.20",10.32,31.13,61.86,171.36,"87,168.19",48.71,158.50,267.42,"1,274.07",70.40,133.04,169.60,159.71,105.90,30.72,62.01,217.48,19.31,194.66,98.19,60.88,104.72,39.91,54.41,955.62,53.06,634.07,123.78,63.76,33.51,574.79,218.17,119.84,63.76,73.63,70.82,57.10,64.27,40.80,4.09,263.41,31.39,23.70,26.89,158.84,50.01,74.11,129.20,14.75,"4,973.42",189.93,68.69,218.85,88.98,64.30,36.90,4.26,26.69,107.07,91.80,15.77,136.52,80.56,134.03,110.45,153.02,86.46,64.28,58.32,21.67,43.49,97.67,41.35,366.51,82.43,31.51,23.60,63.55,46.08,17.87,76.20,73.58,53.68,124.90,11.98,11.05,366.51,10.78,7.52,70.96,61.74
,4/17/2023,364.18,228.24,366.88,194.71,115.31,349.71,168.19,403.64,266.27,32.73,225.81,94.11,"2,277.93",34.36,75.97,174.82,90.85,143.61,376.52,75.10,156.96,"1,452.21",10.35,31.37,61.77,172.83,"86,387.29",47.92,158.60,265.22,"1,154.02",70.51,134.30,171.05,159.30,107.05,31.27,62.35,216.18,19.55,197.09,99.69,62.07,107.30,40.08,55.11,929.19,53.64,643.53,124.95,62.83,34.14,578.12,219.02,120.62,63.92,74.92,72.29,57.78,65.55,41.42,4.05,263.92,31.77,24.48,27.90,153.47,50.13,74.48,130.27,14.70,"4,953.00",191.69,69.76,222.48,90.12,64.24,37.71,4.29,27.11,107.60,91.75,15.72,137.41,81.29,138.72,113.23,154.14,87.70,64.51,59.44,21.21,43.20,97.38,41.46,364.18,82.85,31.65,23.74,63.98,46.26,18.69,76.39,74.25,53.44,124.24,12.01,10.75,364.18,10.91,7.65,72.31,60.55
,4/18/2023,361.79,228.36,366.45,196.12,115.28,352.15,168.54,404.74,266.26,32.30,224.01,95.20,"2,288.25",33.84,76.11,174.00,89.88,144.30,381.59,74.67,157.57,"1,470.41",10.36,31.07,61.17,172.17,"85,508.77",48.18,158.58,265.56,"1,154.98",70.36,133.30,170.67,159.63,107.60,30.92,62.65,216.08,19.33,197.45,99.45,63.34,106.60,41.84,55.07,948.49,53.49,648.90,125.04,63.45,34.32,574.40,220.36,121.58,63.41,74.85,71.98,58.13,66.13,42.90,3.93,262.99,31.90,24.35,28.16,156.62,50.02,74.79,131.11,14.63,"4,995.71",190.67,69.67,224.35,90.09,64.83,38.01,4.29,26.89,107.51,92.39,15.89,136.71,80.78,137.05,111.53,155.02,89.57,64.90,59.28,21.28,43.04,97.61,41.30,361.79,82.70,31.65,23.85,64.90,46.43,18.23,75.67,74.21,52.58,126.22,11.94,10.49,361.79,11.00,7.60,74.92,61.74
,4/19/2023,362.34,227.35,366.92,196.53,113.96,352.57,168.44,402.83,266.20,32.01,224.12,95.12,"2,310.78",33.58,76.41,174.77,90.39,144.79,377.82,77.62,157.29,"1,481.64",10.53,30.40,59.90,172.97,"86,094.45",47.76,158.31,267.07,"1,130.08",70.40,133.20,171.01,159.99,107.90,31.64,62.69,216.35,19.21,196.56,99.87,63.36,108.81,40.64,55.72,926.07,55.17,648.02,124.75,62.83,33.59,568.33,218.95,122.06,64.17,75.58,72.25,57.30,66.78,41.32,3.86,260.58,31.97,25.11,27.25,154.36,49.53,74.25,134.81,13.87,"4,969.71",191.53,69.79,223.08,89.49,63.72,38.19,4.42,26.06,107.41,93.01,15.38,136.33,80.46,137.38,113.11,154.30,88.61,63.99,58.98,21.35,43.06,98.13,42.53,362.34,82.95,31.57,23.82,64.27,46.07,18.72,75.17,74.40,52.02,125.43,11.88,10.15,362.34,10.89,7.52,75.72,62.00
